pool_address,pool_name,token0_address,token0_symbol,token0_decimals,token1_address,token1_symbol,token1_decimals,tvl_usd
0xf7ec52ce066c8285a2fdf62cc5938b555603732b,LOK-WAVAX,0x4d8d24968458af521ef02aefd95f161df3f9ea01,LOK,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,3.460892175
0xd684802c2eefbacea3809805da517fed9a238a5c,WETH.e-GTPS,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,18,0xbe217b06d3233d56938aa2a8cd1ac728c9dc848a,GTPS,18,1.028425413
0x58a21026799d1bf3b968a15383db05f61e2bac43,EVDC-WAVAX,0x704eae6d452ca63ce479c59727177c5f3ba0d90c,EVDC,8,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,1.015172872
0xd597af6297b89fe8631198e4bccae7af6612cd18,WETH.e-GFI,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,18,0x5e7bd0a28da3f84fad28617959d82d64e1239800,GFI,18,0.675770799
0x219eecb04ff04af03e240118d0784e368ee0436f,WBTC.e-USDT.e,0x50b7545627a5162f82a992c33b87adc75187b218,WBTC.e,8,0xc7198437980c041c805a1edcba50c1ce5db95118,USDT.e,6,1.081596792
0xe943e645c98962119e069f70aec325e22ac3741a,SUSHI.e-WETH.e,0x37b608519f91f70f2eeb0e5ed9af4061722e4f76,SUSHI.e,18,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,WETH.e,18,1.039212701
0x8e0ba7c64e2e69c56cba9f59a37884559a1b7409,MIM-PENDLE,0x130966628846bfd36ff31a822705796e8cb8c18d,MIM,18,0xfb98b335551a418cd0737375a2ea0ded62ea213b,PENDLE,18,0.726695641
0x1538d42faa3ffbe055a3a0e75ae616c303f2cea5,sSPELL-WAVAX,0x3ee97d514bbef95a2f110e6b9b73824719030f7a,sSPELL,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,1.113583045
0x8ed9dd1986546fbf5ee6ebbdec934a24074fd3fa,VOID-WAVAX,0x02fe8adc1b58a63ccb1bb8c39930dcedd7cef4db,VOID,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.501224117
0xa980deafc4b206fc6f3f28a40e8f3a18eeb0c4c7,ACME-WAVAX,0x5bb7c73e0939cd985e2184ee751f9193e599052b,ACME,18,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.370542057
0xae0ffc93315a5215047ded27880ac50a537e0a2e,WBTC-WAVAX,0x408d4cd0adb7cebd1f1a1c33a0ba2098e1295bab,WBTC,8,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.447822005
0x7e5e4b677c2a682b6d2e95ae3ec07ae1ea7d3ab5,USDt-WAVAX,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,USDt,6,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0.623286324
0xcb1414dfa696db18810436cd441b4e5ec21b11f2,SUSHI.e-USDC.e,0x37b608519f91f70f2eeb0e5ed9af4061722e4f76,SUSHI.e,18,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,USDC.e,6,0.531877052
0x34f06644d50c979f78aa007e5e61d0040762b15e,WAVAX-MOVR,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,WAVAX,18,0xf873633df9d5cdd62bb1f402499cc470a72a02d7,MOVR,18,0.280547411
0x64243c2cf1a6bf5d5c537f8617f74db0f7523154,MIM-RGK,0x130966628846bfd36ff31a822705796e8cb8c18d,MIM,18,0x5472e93626803ff5c8821d98e8608c39ca33a11c,RGK,9,0.334414983
